InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536973,48138,DOORMAT UNION FLAG,10,2010-12-03 13:43:00,6.75,17787.0,United Kingdom
536975,22549,PICTURE DOMINOES,12,2010-12-03 14:04:00,1.45,14911.0,EIRE
536975,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2010-12-03 14:04:00,0.85,14911.0,EIRE
536976,21982,PACK OF 12 SUKI TISSUES ,3,2010-12-03 14:18:00,0.29,14723.0,United Kingdom
536976,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,2010-12-03 14:18:00,0.85,14723.0,United Kingdom
536977,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,2010-12-03 14:18:00,1.45,17954.0,United Kingdom
536981,22130,PARTY CONE CHRISTMAS DECORATION ,6,2010-12-03 14:26:00,0.85,14723.0,United Kingdom
536982,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2010-12-03 14:27:00,4.21,,United Kingdom
536982,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2010-12-03 14:27:00,8.47,,United Kingdom
536982,20711,JUMBO BAG TOYS ,19,2010-12-03 14:27:00,4.21,,United Kingdom
536983,22914,BLUE COAT RACK PARIS FASHION,3,2010-12-03 14:30:00,4.95,12712.0,Germany
536984,22728,ALARM CLOCK BAKELIKE PINK,1,2010-12-03 14:35:00,3.75,17841.0,United Kingdom
536987,48184,DOORMAT ENGLISH ROSE ,1,2010-12-03 14:54:00,7.95,17198.0,United Kingdom
536988,22075,6 RIBBONS ELEGANT CHRISTMAS ,3,2010-12-03 15:05:00,1.65,17238.0,United Kingdom
536989,21539,RED RETROSPOT BUTTER DISH,1,2010-12-03 15:10:00,4.95,17238.0,United Kingdom
536999,21421,,110,2010-12-03 15:32:00,0.0,,United Kingdom
537023,20724,RED RETROSPOT CHARLOTTE BAG,2,2010-12-03 16:02:00,0.85,16725.0,United Kingdom
537030,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2010-12-03 16:44:00,0.85,16455.0,United Kingdom
537036,82551,LAUNDRY 15C METAL SIGN,1,2010-12-03 17:28:00,1.45,15545.0,United Kingdom
537036,22837,HOT WATER BOTTLE BABUSHKA ,5,2010-12-03 17:28:00,4.65,15545.0,United Kingdom
537036,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-03 17:28:00,1.69,15545.0,United Kingdom
537037,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-05 10:03:00,2.95,17243.0,United Kingdom
537042,15056P,EDWARDIAN PARASOL PINK,2,2010-12-05 10:45:00,5.95,13838.0,United Kingdom
537042,22118,JOY WOODEN BLOCK LETTERS,1,2010-12-05 10:45:00,4.95,13838.0,United Kingdom
537042,21192,WHITE BELL HONEYCOMB PAPER ,2,2010-12-05 10:45:00,1.65,13838.0,United Kingdom
537045,21181,PLEASE ONE PERSON METAL SIGN,2,2010-12-05 10:54:00,2.1,15038.0,United Kingdom
537045,90175A,WHITE GLASS CHUNKY CHARM BRACELET,1,2010-12-05 10:54:00,8.95,15038.0,United Kingdom
537045,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2010-12-05 10:54:00,4.95,15038.0,United Kingdom
537045,21175,GIN + TONIC DIET METAL SIGN,1,2010-12-05 10:54:00,2.1,15038.0,United Kingdom
537046,85064,CREAM SWEETHEART LETTER RACK,1,2010-12-05 10:58:00,5.45,18109.0,United Kingdom
537047,22080,RIBBON REEL POLKADOTS ,1,2010-12-05 11:02:00,1.65,13069.0,United Kingdom
537047,22595,CHRISTMAS GINGHAM HEART,10,2010-12-05 11:02:00,0.85,13069.0,United Kingdom
537049,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-12-05 11:04:00,3.75,16241.0,United Kingdom
537049,21479,WHITE SKULL HOT WATER BOTTLE ,4,2010-12-05 11:04:00,3.75,16241.0,United Kingdom
537050,20615,BLUE POLKADOT PASSPORT COVER,1,2010-12-05 11:10:00,2.1,14800.0,United Kingdom
537050,22556,PLASTERS IN TIN CIRCUS PARADE ,2,2010-12-05 11:10:00,1.65,14800.0,United Kingdom
537051,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-05 11:12:00,2.95,15708.0,United Kingdom
537051,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-12-05 11:12:00,3.75,15708.0,United Kingdom
537051,21916,SET 12 RETRO WHITE CHALK STICKS,1,2010-12-05 11:12:00,0.42,15708.0,United Kingdom
537051,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-12-05 11:12:00,9.95,15708.0,United Kingdom
537054,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-05 11:40:00,2.1,16931.0,United Kingdom
537054,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2010-12-05 11:40:00,2.1,16931.0,United Kingdom
537054,22735,RIBBON REEL SOCKS AND MITTENS,1,2010-12-05 11:40:00,1.65,16931.0,United Kingdom
537054,22747,POPPY'S PLAYHOUSE BATHROOM,1,2010-12-05 11:40:00,2.1,16931.0,United Kingdom
537058,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2010-12-05 11:51:00,2.95,13269.0,United Kingdom
537059,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2010-12-05 11:54:00,0.85,14813.0,United Kingdom
537065,16238,PARTY TIME PENCIL ERASERS,28,2010-12-05 11:57:00,0.21,12567.0,France
537065,21774,DECORATIVE CATS BATHROOM BOTTLE,12,2010-12-05 11:57:00,1.25,12567.0,France
537065,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2010-12-05 11:57:00,1.25,12567.0,France
537065,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2010-12-05 11:57:00,2.55,12567.0,France
537065,20728,LUNCH BAG CARS BLUE,10,2010-12-05 11:57:00,1.65,12567.0,France
537065,22729,ALARM CLOCK BAKELIKE ORANGE,4,2010-12-05 11:57:00,3.75,12567.0,France
537077,M,Manual,12,2010-12-05 11:59:00,0.42,17062.0,United Kingdom
537077,21354,TOAST ITS - BEST MUM,3,2010-12-05 11:59:00,1.25,17062.0,United Kingdom
537081,15056N,EDWARDIAN PARASOL NATURAL,12,2010-12-05 12:00:00,5.95,15332.0,Lithuania
537111,22972,CHILDREN'S SPACEBOY MUG,6,2010-12-05 12:08:00,1.65,14810.0,United Kingdom
537126,20724,RED RETROSPOT CHARLOTTE BAG,3,2010-12-05 12:13:00,0.85,18118.0,United Kingdom
537126,21110,LARGE CAKE TOWEL PINK SPOTS,2,2010-12-05 12:13:00,6.75,18118.0,United Kingdom
537126,22332,SKULLS PARTY BAG + STICKER SET,2,2010-12-05 12:13:00,1.65,18118.0,United Kingdom
537131,85049E,SCANDINAVIAN REDS RIBBONS,3,2010-12-05 12:26:00,1.25,15716.0,United Kingdom
537131,22638,SET OF 4 NAPKIN CHARMS CROWNS ,1,2010-12-05 12:26:00,2.55,15716.0,United Kingdom
537131,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2010-12-05 12:26:00,3.95,15716.0,United Kingdom
537131,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2010-12-05 12:26:00,2.95,15716.0,United Kingdom
537133,21563,RED HEART SHAPE LOVE BUCKET ,2,2010-12-05 12:29:00,2.95,18156.0,United Kingdom
537133,22896,PEG BAG APPLES DESIGN,1,2010-12-05 12:29:00,2.55,18156.0,United Kingdom
537133,22110,BIRD HOUSE HOT WATER BOTTLE,1,2010-12-05 12:29:00,2.55,18156.0,United Kingdom
537133,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-05 12:29:00,3.95,18156.0,United Kingdom
537133,47567B,TEA TIME KITCHEN APRON,1,2010-12-05 12:29:00,5.95,18156.0,United Kingdom
537135,85064,CREAM SWEETHEART LETTER RACK,2,2010-12-05 12:35:00,5.45,17059.0,United Kingdom
537135,85049E,SCANDINAVIAN REDS RIBBONS,3,2010-12-05 12:35:00,1.25,17059.0,United Kingdom
537136,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2,2010-12-05 12:42:00,1.25,12748.0,United Kingdom
537136,15036,ASSORTED COLOURS SILK FAN,12,2010-12-05 12:42:00,0.75,12748.0,United Kingdom
537137,84050,PINK HEART SHAPE EGG FRYING PAN,4,2010-12-05 12:43:00,1.65,16327.0,United Kingdom
537137,22560,TRADITIONAL MODELLING CLAY,2,2010-12-05 12:43:00,1.25,16327.0,United Kingdom
537137,82578,KITCHEN METAL SIGN,4,2010-12-05 12:43:00,0.55,16327.0,United Kingdom
537138,22732,3D VINTAGE CHRISTMAS STICKERS ,5,2010-12-05 12:44:00,1.25,17211.0,United Kingdom
537138,22436,12 COLOURED PARTY BALLOONS,6,2010-12-05 12:44:00,0.65,17211.0,United Kingdom
537140,21916,SET 12 RETRO WHITE CHALK STICKS,1,2010-12-05 12:53:00,0.42,12748.0,United Kingdom
537140,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1,2010-12-05 12:53:00,1.65,12748.0,United Kingdom
537141,21485,RETROSPOT HEART HOT WATER BOTTLE,4,2010-12-05 12:57:00,4.95,15570.0,United Kingdom
537144,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2010-12-05 13:00:00,1.65,15880.0,United Kingdom
537144,22784,LANTERN CREAM GAZEBO ,1,2010-12-05 13:00:00,4.95,15880.0,United Kingdom
537144,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1,2010-12-05 13:00:00,1.45,15880.0,United Kingdom
537144,22470,HEART OF WICKER LARGE,1,2010-12-05 13:00:00,2.95,15880.0,United Kingdom
537144,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2010-12-05 13:00:00,2.95,15880.0,United Kingdom
537154,21787,RAIN PONCHO RETROSPOT,1,2010-12-05 13:05:00,0.85,15808.0,United Kingdom
537154,20977,36 PENCILS TUBE WOODLAND,1,2010-12-05 13:05:00,1.25,15808.0,United Kingdom
537155,22553,PLASTERS IN TIN SKULLS,1,2010-12-05 13:05:00,1.65,12748.0,United Kingdom
537155,84827,ASS DES PHONE SPONGE CRAFT STICKER,1,2010-12-05 13:05:00,0.65,12748.0,United Kingdom
537155,20754,RETROSPOT RED WASHING UP GLOVES,1,2010-12-05 13:05:00,2.1,12748.0,United Kingdom
C537157,35953,FOLKART STAR CHRISTMAS DECORATIONS,-24,2010-12-05 13:09:00,1.25,15880.0,United Kingdom
537159,22946,WOODEN ADVENT CALENDAR CREAM,2,2010-12-05 13:17:00,16.95,14527.0,United Kingdom
537192,22859,EASTER TIN BUNNY BOUQUET,2,2010-12-05 13:42:00,1.65,16402.0,United Kingdom
537193,22470,HEART OF WICKER LARGE,12,2010-12-05 13:49:00,2.95,15023.0,United Kingdom
537195,22778,GLASS CLOCHE SMALL,2,2010-12-05 13:55:00,3.95,15311.0,United Kingdom
537195,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2010-12-05 13:55:00,5.95,15311.0,United Kingdom
537195,21158,MOODY GIRL DOOR HANGER ,1,2010-12-05 13:55:00,1.45,15311.0,United Kingdom
537196,47559B,TEA TIME OVEN GLOVE,2,2010-12-05 13:55:00,1.25,15426.0,United Kingdom
537196,21116,OWL DOORSTOP,1,2010-12-05 13:55:00,4.95,15426.0,United Kingdom
537196,21754,HOME BUILDING BLOCK WORD,2,2010-12-05 13:55:00,5.95,15426.0,United Kingdom
537196,22430,ENAMEL WATERING CAN CREAM,1,2010-12-05 13:55:00,4.95,15426.0,United Kingdom
537197,22842,BISCUIT TIN VINTAGE RED,2,2010-12-05 14:02:00,6.75,12647.0,Germany
537199,21849,SILVER DIAMANTE PEN IN GIFT BOX,4,2010-12-05 14:06:00,4.95,15894.0,United Kingdom
537200,47343A,FUSCHIA FLOWER PURSE WITH BEADS,3,2010-12-05 14:17:00,1.49,15867.0,United Kingdom
537200,85055,FRENCH ENAMEL UTENSIL HOLDER,1,2010-12-05 14:17:00,3.75,15867.0,United Kingdom
537201,22079,RIBBON REEL HEARTS DESIGN ,10,2010-12-05 14:19:00,1.65,12472.0,Germany
537201,22963,JAM JAR WITH GREEN LID,24,2010-12-05 14:19:00,0.85,12472.0,Germany
537201,22816,CARD MOTORBIKE SANTA,12,2010-12-05 14:19:00,0.42,12472.0,Germany
537201,22337,ANGEL DECORATION PAINTED ZINC ,24,2010-12-05 14:19:00,0.65,12472.0,Germany
537202,22130,PARTY CONE CHRISTMAS DECORATION ,6,2010-12-05 14:25:00,0.85,14506.0,United Kingdom
537202,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,2010-12-05 14:25:00,0.85,14506.0,United Kingdom
537204,22560,TRADITIONAL MODELLING CLAY,1,2010-12-05 14:45:00,1.25,15555.0,United Kingdom
537205,22231,JIGSAW TREE WITH BIRDHOUSE,12,2010-12-05 14:52:00,1.45,13034.0,United Kingdom
537207,22069,BROWN  PIRATE TREASURE CHEST ,1,2010-12-05 15:06:00,1.65,17402.0,United Kingdom
537208,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-05 15:12:00,1.69,15889.0,United Kingdom
537211,22667,RECIPE BOX RETROSPOT ,6,2010-12-05 15:18:00,2.95,16143.0,United Kingdom
537212,22963,JAM JAR WITH GREEN LID,12,2010-12-05 15:21:00,0.85,12720.0,Germany
537213,85215,ASSORTED CHEESE FRIDGE MAGNETS,1,2010-12-05 15:26:00,0.65,12748.0,United Kingdom
537216,22473,TV DINNER TRAY VINTAGE PAISLEY,4,2010-12-05 15:40:00,4.95,15502.0,United Kingdom
537217,22849,"BREAD BIN, DINER STYLE, MINT",4,2010-12-05 15:40:00,14.95,15502.0,United Kingdom
537219,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,2010-12-05 15:47:00,1.45,14081.0,United Kingdom
537219,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2010-12-05 15:47:00,2.95,14081.0,United Kingdom
537219,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1,2010-12-05 15:47:00,4.25,14081.0,United Kingdom
537224,22294,HEART FILIGREE DOVE  SMALL,7,2010-12-05 16:24:00,1.25,13174.0,United Kingdom
537224,21192,WHITE BELL HONEYCOMB PAPER ,3,2010-12-05 16:24:00,1.65,13174.0,United Kingdom
537224,21192,WHITE BELL HONEYCOMB PAPER ,5,2010-12-05 16:24:00,1.65,13174.0,United Kingdom
537224,79191C,RETRO PLASTIC ELEPHANT TRAY,1,2010-12-05 16:24:00,0.85,13174.0,United Kingdom
537225,22585,PACK OF 6 BIRDY GIFT TAGS,5,2010-12-05 16:41:00,1.25,12748.0,United Kingdom
537226,22927,GREEN GIANT GARDEN THERMOMETER,2,2010-12-06 08:34:00,5.95,15987.0,United Kingdom
537227,85099B,JUMBO BAG RED RETROSPOT,100,2010-12-06 08:42:00,1.65,17677.0,United Kingdom
537231,22633,HAND WARMER UNION JACK,12,2010-12-06 09:21:00,2.1,13652.0,United Kingdom
537233,22630,DOLLY GIRL LUNCH BOX,24,2010-12-06 09:37:00,1.95,17428.0,United Kingdom
537236,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,2010-12-06 09:52:00,7.95,16858.0,United Kingdom
537237,82582,AREA PATROLLED METAL SIGN,1,2010-12-06 09:58:00,4.21,,United Kingdom
537237,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2010-12-06 09:58:00,2.98,,United Kingdom
537237,22311,OFFICE MUG WARMER BLACK+SILVER ,5,2010-12-06 09:58:00,5.91,,United Kingdom
537237,84923,PINK BUTTERFLY HANDBAG W BOBBLES,2,2010-12-06 09:58:00,4.21,,United Kingdom
537237,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2010-12-06 09:58:00,12.72,,United Kingdom
537237,70006,LOVE HEART POCKET WARMER,1,2010-12-06 09:58:00,3.36,,United Kingdom
537237,22470,HEART OF WICKER LARGE,2,2010-12-06 09:58:00,5.91,,United Kingdom
537237,21627,ELEPHANT CARNIVAL POUFFE,1,2010-12-06 09:58:00,29.79,,United Kingdom
537237,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2010-12-06 09:58:00,1.28,,United Kingdom
537237,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2010-12-06 09:58:00,4.21,,United Kingdom
537237,22271,FELTCRAFT DOLL ROSIE,1,2010-12-06 09:58:00,5.91,,United Kingdom
537237,90013C,GREEN VINTAGE EARRINGS ,1,2010-12-06 09:58:00,4.24,,United Kingdom
537237,21488,RED WHITE SCARF  HOT WATER BOTTLE,1,2010-12-06 09:58:00,8.47,,United Kingdom
537237,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2,2010-12-06 09:58:00,3.36,,United Kingdom
537237,22748,POPPY'S PLAYHOUSE KITCHEN,4,2010-12-06 09:58:00,4.21,,United Kingdom
537237,21801,CHRISTMAS TREE DECORATION WITH BELL,38,2010-12-06 09:58:00,0.43,,United Kingdom
537237,22595,CHRISTMAS GINGHAM HEART,7,2010-12-06 09:58:00,1.66,,United Kingdom
537237,21937,STRAWBERRY   PICNIC BAG,1,2010-12-06 09:58:00,5.91,,United Kingdom
537237,21738,COSY SLIPPER SHOES SMALL  RED ,1,2010-12-06 09:58:00,5.91,,United Kingdom
537239,22766,PHOTO FRAME CORNICE,8,2010-12-06 10:05:00,2.95,18219.0,United Kingdom
537240,85177,BASKET OF FLOWERS SEWING KIT,2,2010-12-06 10:08:00,1.66,,United Kingdom
537240,22818,CARD CHRISTMAS VILLAGE,10,2010-12-06 10:08:00,0.85,,United Kingdom
537240,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2010-12-06 10:08:00,2.98,,United Kingdom
537240,21326,AGED GLASS SILVER T-LIGHT HOLDER,10,2010-12-06 10:08:00,1.66,,United Kingdom
537240,22801,ANTIQUE GLASS PEDESTAL BOWL,5,2010-12-06 10:08:00,7.62,,United Kingdom
537240,22110,BIRD HOUSE HOT WATER BOTTLE,2,2010-12-06 10:08:00,7.62,,United Kingdom
537240,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-06 10:08:00,8.47,,United Kingdom
537240,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2010-12-06 10:08:00,29.79,,United Kingdom
537240,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,5,2010-12-06 10:08:00,2.51,,United Kingdom
537240,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-12-06 10:08:00,5.91,,United Kingdom
537240,35833G,4 GOLD FLOCK CHRISTMAS BALLS,2,2010-12-06 10:08:00,3.36,,United Kingdom
537240,22082,RIBBON REEL STRIPES DESIGN ,9,2010-12-06 10:08:00,3.36,,United Kingdom
537240,22673,FRENCH GARDEN SIGN BLUE METAL,1,2010-12-06 10:08:00,2.51,,United Kingdom
537240,21166,COOK WITH WINE METAL SIGN ,2,2010-12-06 10:08:00,4.21,,United Kingdom
537240,22536,MAGIC DRAWING SLATE PURDEY,1,2010-12-06 10:08:00,0.85,,United Kingdom
537240,21991,BOHEMIAN COLLAGE STATIONERY SET,3,2010-12-06 10:08:00,2.51,,United Kingdom
537240,20724,RED RETROSPOT CHARLOTTE BAG,2,2010-12-06 10:08:00,1.66,,United Kingdom
537241,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-12-06 10:18:00,1.45,14293.0,United Kingdom
537241,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2010-12-06 10:18:00,1.45,14293.0,United Kingdom
C537251,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9,2010-12-06 10:45:00,2.55,,United Kingdom
537254,20975,12 PENCILS SMALL TUBE RED RETROSPOT,4,2010-12-06 11:01:00,0.65,15898.0,United Kingdom
537254,22813,PACK 3 BOXES BIRD PANNETONE ,3,2010-12-06 11:01:00,1.95,15898.0,United Kingdom
537254,22130,PARTY CONE CHRISTMAS DECORATION ,6,2010-12-06 11:01:00,0.85,15898.0,United Kingdom
537254,22713,CARD I LOVE LONDON ,12,2010-12-06 11:01:00,0.42,15898.0,United Kingdom
537254,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2010-12-06 11:01:00,2.95,15898.0,United Kingdom
537256,82582,AREA PATROLLED METAL SIGN,12,2010-12-06 11:06:00,2.1,16210.0,United Kingdom
537262,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2010-12-06 11:26:00,1.25,15039.0,United Kingdom
537265,79000,MOROCCAN TEA GLASS,12,2010-12-06 11:26:00,0.85,15919.0,United Kingdom
537265,22962,JAM JAR WITH PINK LID,6,2010-12-06 11:26:00,0.85,15919.0,United Kingdom
537301,84926D,LA PALMIERA TILE COASTER,3,2010-12-06 11:38:00,1.25,15860.0,United Kingdom
537313,22784,LANTERN CREAM GAZEBO ,3,2010-12-06 11:42:00,4.95,15304.0,United Kingdom
537346,21802,CHRISTMAS TREE HEART DECORATION,36,2010-12-06 12:21:00,0.42,15301.0,United Kingdom
537351,21481,FAWN BLUE HOT WATER BOTTLE,1,2010-12-06 12:23:00,2.95,16898.0,United Kingdom
537354,20724,RED RETROSPOT CHARLOTTE BAG,5,2010-12-06 12:23:00,0.85,12748.0,United Kingdom
537354,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2010-12-06 12:23:00,2.95,12748.0,United Kingdom
537354,21720,CAKE SHOP  STICKER SHEET,1,2010-12-06 12:23:00,0.85,12748.0,United Kingdom
537359,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2010-12-06 12:30:00,2.95,14825.0,United Kingdom
537359,22080,RIBBON REEL POLKADOTS ,10,2010-12-06 12:30:00,1.65,14825.0,United Kingdom
537362,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2010-12-06 12:34:00,2.1,17596.0,United Kingdom
537370,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-06 12:44:00,2.1,13155.0,United Kingdom
537370,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2010-12-06 12:44:00,1.25,13155.0,United Kingdom
537372,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-12-06 12:52:00,1.95,16919.0,United Kingdom
537374,22548,HEADS AND TAILS SPORTING FUN,1,2010-12-06 12:55:00,1.25,17259.0,United Kingdom
537374,21889,WOODEN BOX OF DOMINOES,1,2010-12-06 12:55:00,1.25,17259.0,United Kingdom
537374,79051A,SMOKEY GREY COLOUR D.O.F. GLASS,4,2010-12-06 12:55:00,0.65,17259.0,United Kingdom
537374,20963,APPLE BATH SPONGE,1,2010-12-06 12:55:00,1.25,17259.0,United Kingdom
537375,22533,MAGIC DRAWING SLATE BAKE A CAKE ,2,2010-12-06 12:55:00,0.42,17019.0,United Kingdom
537375,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2010-12-06 12:55:00,2.1,17019.0,United Kingdom
537378,22594,CHRISTMAS GINGHAM TREE,36,2010-12-06 13:06:00,0.85,14911.0,EIRE
537378,22595,CHRISTMAS GINGHAM HEART,36,2010-12-06 13:06:00,0.85,14911.0,EIRE
537382,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-12-06 13:13:00,2.55,16710.0,United Kingdom
537382,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2010-12-06 13:13:00,4.95,16710.0,United Kingdom
537382,21818,GLITTER CHRISTMAS HEART ,2,2010-12-06 13:13:00,0.85,16710.0,United Kingdom
537382,22572,ROCKING HORSE GREEN CHRISTMAS ,6,2010-12-06 13:13:00,0.85,16710.0,United Kingdom
537382,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2,2010-12-06 13:13:00,0.85,16710.0,United Kingdom
537382,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2010-12-06 13:13:00,2.95,16710.0,United Kingdom
537382,22729,ALARM CLOCK BAKELIKE ORANGE,2,2010-12-06 13:13:00,3.75,16710.0,United Kingdom
537382,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-12-06 13:13:00,2.95,16710.0,United Kingdom
537385,22966,GINGERBREAD MAN COOKIE CUTTER,1,2010-12-06 13:22:00,1.25,14487.0,United Kingdom
537387,22794,SWEETHEART WIRE MAGAZINE RACK,2,2010-12-06 13:34:00,7.95,13468.0,United Kingdom
537387,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-12-06 13:34:00,0.85,13468.0,United Kingdom
537390,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2010-12-06 13:47:00,4.95,16658.0,United Kingdom
537391,20751,FUNKY WASHING UP GLOVES ASSORTED,4,2010-12-06 13:53:00,2.1,16550.0,United Kingdom
537394,22960,JAM MAKING SET WITH JARS,6,2010-12-06 14:00:00,4.25,13089.0,United Kingdom
537395,22728,ALARM CLOCK BAKELIKE PINK,1,2010-12-06 14:05:00,3.75,15356.0,United Kingdom
537395,22633,HAND WARMER UNION JACK,6,2010-12-06 14:05:00,2.1,15356.0,United Kingdom
537395,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-06 14:05:00,3.75,15356.0,United Kingdom
537395,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2010-12-06 14:05:00,2.55,15356.0,United Kingdom
537396,20772,GARDEN PATH JOURNAL,1,2010-12-06 14:08:00,2.55,17223.0,United Kingdom
537397,22754,SMALL RED BABUSHKA NOTEBOOK ,12,2010-12-06 14:19:00,0.85,16817.0,United Kingdom
537399,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,2010-12-06 14:31:00,1.95,13030.0,United Kingdom
537400,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-06 14:36:00,8.5,17191.0,United Kingdom
537400,82551,LAUNDRY 15C METAL SIGN,1,2010-12-06 14:36:00,1.45,17191.0,United Kingdom
537400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-06 14:36:00,2.95,17191.0,United Kingdom
537405,35004B,SET OF 3 BLACK FLYING DUCKS,1,2010-12-06 14:51:00,5.45,17841.0,United Kingdom
537405,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-06 14:51:00,3.95,17841.0,United Kingdom
537405,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2010-12-06 14:51:00,5.95,17841.0,United Kingdom
537407,22927,GREEN GIANT GARDEN THERMOMETER,4,2010-12-06 14:55:00,5.95,15502.0,United Kingdom
537409,21259,VICTORIAN SEWING BOX SMALL ,2,2010-12-06 15:00:00,5.95,15194.0,United Kingdom
537415,22855,FINE WICKER HEART ,12,2010-12-06 15:09:00,1.25,16654.0,United Kingdom
537419,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2010-12-06 15:14:00,0.85,13495.0,United Kingdom
537421,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-06 15:25:00,1.69,17218.0,United Kingdom
537433,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-12-06 16:36:00,2.55,12913.0,United Kingdom
537434,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,1,2010-12-06 16:57:00,1.66,,United Kingdom
537434,22908,PACK OF 20 NAPKINS RED APPLES,1,2010-12-06 16:57:00,1.66,,United Kingdom
537434,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2010-12-06 16:57:00,5.91,,United Kingdom
537434,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1,2010-12-06 16:57:00,1.66,,United Kingdom
537434,22457,NATURAL SLATE HEART CHALKBOARD ,2,2010-12-06 16:57:00,5.91,,United Kingdom
537434,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,2010-12-06 16:57:00,5.91,,United Kingdom
537434,22654,DELUXE SEWING KIT ,2,2010-12-06 16:57:00,11.87,,United Kingdom
537434,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,2010-12-06 16:57:00,1.66,,United Kingdom
